"turn_id","transcript_id","utterance_id","turn_index","mi_quality","context_prev_assistant","patient_turn","engine_label","delivery_label","flag_ambiguous","notes"
"4364a9144698","53","7","3","low","Mm-hmm, and when you and your friends are hanging out, and what- what do you do? Do you go to football games, go to parties?","Uh, yeah, if it's school-related, maybe like a game or two, or go to the mall, like, to shop or go to the movies or something, and at night, maybe like a party or something if someone's throwing.","","","",""
"27e6ca83fa54","53","9","4","low","Okay. And what kind of hobbies do you have?","Um, I like to read and I like to go outside and, like, take walks and, like, hike and stuff. I'm very outdoorsy, so-","","","",""
"e856ea2f324d","53","11","5","low","Oh, cool. What are your plans for after high school?","Well, I plan to apply to college and maybe, you know, have a good career and something like that, hopefully.","","","",""
"3e42667fdf7d","53","13","6","low","That's great. What do you think you'll study?","Well, I'm-I'm looking at the journalism, maybe pre-law.","","","",""
"a71069f5051b","53","15","7","low","Oh, neat.","-which is a little different, but-","","","",""
"89e378b31d15","53","19","8","low","It's, uh, hard work to get into law school. Are you doing well in school? What kind of grades do you get?","Yeah, I'm doing okay. I'm getting mostly A's and B's, so I'm pretty good, I'm okay.","","","",""
"8a3cf66f1294","53","21","9","low","Okay. What classes are you not getting A's and B's in?","Um, I think all my grades are A's and B's, so, yeah.","","","",""
"51aa512fce2b","53","23","10","low","Okay. And do you know where you're going to apply to college?","Um, I'm not sure yet, but I'm looking into schools like in the area, so maybe, I don't know, maybe I'll leave home or something.","","","",""
"587a3a10281f","53","25","11","low","Okay. Cool. And, you know, what made you decide maybe law school or-or journalism?","Um, well, I'm definitely not a math or science person, so I started off by there that I started looking at careers that maybe I would like. So-","","","",""
"d47b44e85553","53","27","12","low","Okay. Great. Sounds like you have, like I said, really good goals and you're working hard in school. Um, you said that when you're going out with your friends, you like to hang out and shop and stuff like that and also go to parties, so do you drink alcohol?","Um, not really. Maybe one or two drinks at a party at the most.","","","",""
"9c295a851fcd","53","29","13","low","Okay. And how often do you think you drink?","Um, maybe like once or twice a month at the most.","","","",""
"59fa1f538d71","53","35","14","low","So that's actually kind of a lot of drinking then?","Yeah, I guess you can say that.","","","",""
"dc4a5f300560","53","37","15","low","Okay. What do you think is the most you've ever had?","Um, just two drinks at a party at the most. I don't-- I don't like to drink a lot. I don't-- Getting drunk is not something that appeals to me. So, I just have, like, a drink in my hand, so my friends won't bug me about not drinking. It's just like to look like I'm actually doing something. Most of- a lot of the time, I don't even drink at all. So-","","","",""
"d05ce5c8f060","53","39","16","low","But you've been drunk before?","Um, no, not really, maybe tipsy, but not like drunk.","","","",""
"fc32d321f008","53","45","17","low","Okay. Um, so one of the things that, you know, is really important to talk to teenagers about is drinking and driving. So, um, you know, that's actually a really big problem. And even around here, we have kids die every year from getting in a drunk driving accident. So that's something that you really need to make sure you're not doing, all right? Have you ever done that? Have you ever gotten in the car-","No, I have drunk-driven and never got in a car with a drunk driver.","","","",""
"c1a39350035a","53","47","18","low","Okay. Uh, how much do your friends drink?","Um, I mean, I have some friends that drink some more than others, like, my close group of friends don't really drink as much because I'm not really interested in that, but I know that there are people that drink a lot more.","","","",""
"bceced4bd1c1","53","49","19","low","Okay. What about at these parties you're going to, are there other kids there who are drinking a lot?","Yeah. There are kids that drink a lot more than I do. Definitely, yeah.","","","",""
"44abc395f841","53","51","20","low","And do you hang out with them?","Not really closely, like, I know who they are and I'll say hi, but not-- They're not really, like, close friends of mine.","","","",""
"f55bde381cba","53","53","21","low","Mm-hmm, so, you know, even just hanging out around kids who are drinking a lot actually puts you at a lot more risk. Did you know that?","Um, yeah. That makes sense.","","","",""
"a7465869824a","53","57","22","low","You know, especially if you've been drinking, then, you know, you're at a lot more risk because a guy can take advantage of you. Did- have you thought about that?","Yeah, yeah, I have. That's, uh, one of the main reasons that I don't like to drink that much.","","","",""
"22e605e431fc","53","65","23","low","But you're still drinking.","Um, yeah, I mean, I guess it's the thing to do at a party, so-","","","",""
"78ee8f030f62","53","67","24","low","Uh-huh. So, I mean, do you think it's the thing to do if you wanna be an attorney?","Um, definitely not. That's why I don't try to drink that much. Just-","","","",""
"1c8569fa2b88","53","69","25","low","Mm-hmm.","-make it look like I am, kind of.","","","",""
"d6a03561b810","53","75","26","low","Um, obviously, you shouldn't be drinking at all. Um, what do you think about that?","I definitely agree. I know that there are some other risks involved in alcohol, they are the ones you mentioned, like, health-wise and things like that, so, I agree that alcohol may not be the best thing.","","","",""
"1bc66e2ca697","53","77","27","low","Mm-hmm. So, do you think you can quit?","Um, yeah, I mean, it's not, like, a really big part of my life, so.","","","",""
"a199a04abca0","53","81","28","low","And, um, that's gonna be your goal, and that's great, you know, that's really why we're here, is to talk about that and-and make sure that you come to that decision. Um, so, I guess, can you quit this weekend then?","Yeah, yeah, definitely. I'll just not have a drink.","","","",""
"f2e107a53d0b","53","83","29","low","Okay, and then what about your friends who are still drinking?","Um, I really can't control what they do, but I'll definitely try to get my closest friends to maybe stop like I will.","","","",""
"b69c55bb8566","53","85","30","low","Okay, and-and what if they won't?","Well, then, I guess, I'll just try to hang around them less or something. I'll try to find things for us to do that don't involve alcohol like a party or anything.","","","",""
"98769c4c2d76","53","95","31","low","Okay, so, um, that's great 'cause it pretty much covers all the stuff that I think I needed to go over with you. Um, let's see. I guess we didn't talk about what would happen if your parents found out you were drinking.","They would be pretty upset. Yeah. They don't really condone alcohol use.","","","",""
"6eb674462bb2","53","101","32","low","-and you're still not drinking and not hanging out with any people who are drinking. Um, is there anything else you'd like to talk about while you're here?","Um, no, no. I think I'm good.","","","",""
"d4d8ffd41573","53","105","33","low","-like that?","I have no questions.","","","",""
"794f67fcf104","60","2","1","high","Yeah.","Um, another thing-- Wait, what, I had something, it's just [inaudible 00:00:03] that I wanted to ask you, um, now a lot of my friends have quit smoking. They're getting like ostracized, but, you know, I tend to, like, gravitate, you know, towards-- Like my ex-husband smokes, you know-","","","",""
"cb93006ffce4","60","4","2","high","Mm-hmm.","-so I find it like acceptable in that regard.","","","",""
"f793661c691b","60","10","3","high","And you're instant friends.","Yeah, we share-- ""Okay, oh, a smoker, let's go out and have a smoke together,"" yeah.","","","",""
"466047ef78f9","60","14","4","high","-whereas like, you can't go up to him and say, ""Hey, can I have some of your McDonald's French fries,"" and take them out—","I like that piece of jewelry, can I? [laughs]","","","",""
"6e22ed4f0c7f","60","16","5","high","Right, yeah, but with cigarettes, there is a sharing. You don't see that with any other drugs?","Right. Right, yeah. You can't have my stash. [laughs]","","","",""
"486e9e0028a9","60","18","6","high","You can't, no, not one of mine. So, um when are you thinking you might want to do this?","Um, you know, I guess I'll have to like, you know, get all of my information together.","","","",""
"68e5d65e0d1e","60","20","7","high","Okay. Do your homework.","Right, do my homework and set up my like to have everything available to me.","","","",""
"70d157dcd276","60","22","8","high","Okay.","And then maybe set up another appointment with you.","","","",""
"171f2406dc00","60","24","9","high","Okay.","And maybe I don't know if-if that's like something that you'd be, you know, willing to do with me is to- help me set a date.","","","",""
"f6e3c1322518","60","26","10","high","Sure.","And then you know, the next time I see, see progress, or maybe write-- have like a diary or something, I don't know.","","","",""
"db9e3e2d0a8e","60","28","11","high","Okay. Yeah, no, all those things are good. I mean, I think you know, the will- picking a quit date has been found to be really effective. And, um, uh, I know you had talked earlier and then we'll end in just a couple minutes, but about, you know, like, the willingness or the readiness and most-- a lot of people, a lot of my clients have shared with me that when they woke up that morning, they truly had no idea that was going to be their last cigarette.","Oh, really? So they didn't have an exact date, they just decided.","","","",""
"65f43f84ae41","60","30","12","high","No. Or- or some of them didn't have an exact date, but m-more importantly, was they-they just didn't know that was the day.","Oh, they didn't realize-- They didn't look at the calendar.","","","",""
"45772fa65199","60","32","13","high","Right, right. It's just like you-you-you-- Some people pick a quit date, like January 1st is still the most popular quit date—","And-and wait, I'm sorry, but—","","","",""
"0a0f6f0e9776","60","34","14","high","There's a smoke update coming up.","Oh, yeah. [crosstalk] And you know what I've never done that.","","","",""
"cb4d360e96eb","60","36","15","high","It's for the cancer society.","That's coming up in November-","","","",""
"ea95e51e194c","60","38","16","high","Yeah.","-that's cool I'll have to find out about that.","","","",""
"630246031541","60","40","17","high","Yeah.","Because it's like people who will start and say, ""I'm going to stop drinking at New Year's Eve. After midnight, I'm not gonna drink.""","","","",""
"c6c1ca7bc2f7","60","42","18","high","Yeah.","That seems to be like, uh, a false setting up, you know, like, come on.","","","",""
"d288e8298930","60","46","19","high","Yeah, yeah, they really do, and smokers. Yeah, and drinkers, they do, yes. Yeah.","Or, like, you know, setting up-- but what is that that they say? Um, you know, like, it's- it's the terminology, you know, with all the anxiety and letting go, you know, like I'm gonna [crosstalk].","","","",""
"654f051edb2f","60","54","20","high","So if you have a stash Nicorette gum if you decide to use it, I mean, you'd have to have other stashes, you know.","Yeah, and you know, another thing, uh, uh, you know, it's so so bang, but the weight gain is like—","","","",""
"b31ae158c538","60","60","21","high","-with the Wellbutrin, yes.","Oh, that's awesome, to know too.","","","",""
"540df3a11fe1","60","62","22","high","Yeah. And, um, the same with the Nicorette gum, because it- nicotine is an appetite suppressant.","Right, right. Just like [inaudible 00:04:06] Or your chocolate and all that.","","","",""
"121fcad83ea1","60","64","23","high","Yeah.","So just switching my addiction. [laughs]","","","",""
"61c5a46e2491","60","66","24","high","If you will. And that's if you decide you want to try a replacement therapy and that's what we call it and it-it kind of sounds from what you've described with your fear about you know, what it would be like of the withdrawal and everything like that. W-why you don't have to do it that way, you don't have to go cold-cold turkey.","Yeah, God, I don't think I could.","","","",""
"febb9b40dc17","60","68","25","high","Yeah.","You know, I mean like I said three days was like-","","","",""
"2039bd4f8d8c","60","70","26","high","Yeah.","-three years, and all I could think about I was like obsessing about it.","","","",""
"5ff7bb1b9c2f","60","74","27","high","So—","Yeah. That's true.","","","",""
"506df7971757","60","78","28","high","I, uh, mean that's up to you.","Yeah. And I mean and that's-that's a reasonable thing- [crosstalk]","","","",""
"a3b6559b398f","60","80","29","high","You get to decide.","-I don't feel like I'm like you know, it's gonna be-- I think gradually getting my- wrapping my brain around it will help, you know, before I just do, you know.","","","",""
"f34e1935c9e9","60","82","30","high","Yeah. Is it appealing the thought of quitting with a group at the same time?","You know, I always love, um, I've been in other group therapies-","","","",""
"21bad42bd811","60","84","31","high","Uh-huh.","-and the feedback is really nice and the support-","","","",""
"6b2f2433eb91","60","86","32","high","Okay, yeah.","-system is really good.","","","",""
"cf67c9a33482","60","90","33","high","So, that would be can- the Cancer Society. So, we can look into that.","All right, great. Good. Great.","","","",""
"9624d1f75d2d","60","92","34","high","All right. Well, I appreciate you coming in. We'll set up another appointment and, um, get our resources together. We'll take it from there and—","And thank you for all the information. I appreciate it.","","","",""
"878595b1c4e6","106","3","1","low","That's really a big problem.","Yeah, it's pretty stressful for both of us. He gets really upset.","","","",""
"9f9fb852960c","106","5","2","low","Well, one of the primary risk factors for multiple ear infections in kids is actually smoke exposure. Are you smoking?","Yeah, I-- Yeah, I do smoke, but I don't smoke around him. I try really hard not to smoke around him.","","","",""
"72866db5b7f2","106","7","3","low","Well, the fact that he's having these ear infections is indicating to me that he is being exposed to smoke, and so, what can you tell me about that?","I-I don't know. I mean, I try really hard not to smoke around him. I don't smoke in the car. Um, when he's home, I go outside to smoke. I just-- I mean, I know it's bad, and I know it's bad for him, so I don't want him to be around it so I try really hard.","","","",""
"64a66b451b04","106","9","4","low","I really need you to quit smoking. Both for your health and for Aiden. Did you know s-smoking around your child is associated not only with ear infections, it could get to the point where you have to put tubes in his ears pretty shortly here. Also, things like vitamin C deficiency, cavities, like dental cavities, behavior problems, um, asthma, other upper respiratory infections. It's really putting him at a lot of risk. In addition to that, kids of smokers end up smoking themselves. Do you want him to grow up to be a smoker?","No, but I don't smoke. I'm-- I-I-I've thought about quitting, but it's just- It's really hard so I just don't know how to do it.","","","",""
"757da472c4df","106","11","5","low","Well, now's the time to quit. It's really gotten to the point where you can't keep smoking. Not only for him, like I said, but also for you. You're putting yourself at risk for lung cancer, for emphysema, for oral cancers, for heart disease, for all kinds of things-","I know, I know. I've heard-- People have told me before, I've heard all that. I just don't know how to do it. How am I supposed to quit? It's-it's so hard.","","","",""
"0a7cad28e35e","106","13","6","low","Well, there's all kinds of things you can use now. It's not as hard as it used to be. You can use nicotine replacement. There's patches, there's lozenges, there's gum, there's the inhaler, there's nasal spray. We can talk about medications. You can try Chantix, you can try Zyban, there's quit smoking groups you can go to, there's hotlines you can call.","I just don't have time for any of that.","","","",""
"13d471e85b3d","106","15","7","low","There's no reason why you shouldn't be able to quit, this is really important.","I understand that. I know it is. I mean, everybody has problems, right? It's just really-- It's really, really hard.","","","",""
"077d3a3a8418","106","17","8","low","Well, what can be more important to you than the health of your child?","I don't know.","","","",""
"686ef56822a2","106","19","9","low","I really need you to tell me that you're gonna quit smoking. This is really important.","I'll-I'll-I'll go look at all those things and-and I'll find-- I guess I'll-I'll try to find something, and-and I'll talk to my doctor about it.","","","",""
