"turn_id","context_prev_assistant","patient_turn","engine_label","delivery_label","flag_ambiguous","notes"
"230264b894ac","It sounds incredibly challenging to feel so deeply hurt and not have your experiences acknowledged properly. Finding someone who can listen without judgment might still be helpful, even if it doesn’t fix everything. Have you considered talking to a support group or an online community where others may share similar experiences? Sometimes hearing from people in similar situations can provide some validation and understanding.","I’ve thought about joining a support group or looking for an online community, but I’m not sure if anyone there will truly understand what happened to me either. It’s hard enough dealing with the betrayal from my company, and now I feel like no one outside of that situation can really grasp how much it has affected me.

The way they treated me feels so personal and unjust, and it’s difficult to believe that talking about it somewhere else will make a difference. I just want someone to see the value in all the work I’ve done and acknowledge that what happened was wrong. But every time I try to express this, people either dismiss my feelings or offer platitudes that don’t address the pain.

It feels like no matter where I turn, there’s going to be some level of misunderstanding or dismissal. How can anyone truly understand unless they’ve been through something similar?","","","",""
"6057a8eb9c86","It sounds incredibly challenging to find space for anything else when those feelings are so close to the surface. Have you considered talking more about what happened with someone who might understand better, like a counselor or another trusted friend? Sometimes just having that outlet can help manage some of the intensity.","I don’t think anyone could really understand unless they were in my shoes. Talking to friends or even a counselor feels pointless because none of them know exactly what it’s like to have your career and sense of self-worth shattered by someone who had no right to do so. They might try to offer sympathy, but that doesn’t change the fact that I was treated unjustly.

Every time I talk about it, I feel like I’m just going over the same ground, getting nowhere. It’s frustrating because everyone seems to think there must be some way to move past this, but how can you when the injustice is so clear? The more I try to explain, the angrier I get because no one gets it.

So yeah, talking about it doesn’t help. If anything, it just makes me feel like I’m repeating myself and getting nowhere. It’s not that I don’t want to find a way through this; it’s that every attempt feels futile when the reality is so starkly unfair.","","","",""
"1eff215a1e20","It sounds incredibly isolating and painful to feel like your experience isn't being fully acknowledged. Have you considered talking to someone who might be able to provide the kind of support and understanding you're looking for, perhaps a counselor or another professional? Sometimes it helps to have a space where you can express these feelings without fear of judgment.","I've thought about seeing a counselor, but even that feels daunting. I worry that they'll just tell me my feelings are irrational or that I need to move on already. It's hard to trust anyone right now because it seems like everyone has their own agenda or can't really see things from my perspective. But you're right, maybe talking to someone who is trained to listen and understand could help. I just hope they'll truly hear me out without trying to change how I feel.

It's been tough leaning on friends because while they mean well, it often feels like they're not getting the depth of what this layoff means for me personally. Maybe a professional can offer that kind of understanding and validation that I need right now.","","","",""
"fe0a2c5e2881","I’m glad to be here with you through this. Let’s give it some more time and check your email together in a bit. In the meantime, remember that you’re taking important steps towards getting the support you need. How about we set a reminder for an hour from now to look at your emails together? That way, you won’t feel rushed.

Would an hour work for you?","An hour works perfectly for me. Setting a reminder to check my emails in an hour feels like a good plan. It gives me enough time to continue with my day but also ensures that I don’t leave it too long before checking.

Thank you for suggesting this and being here to support me through every step. Knowing that we’ll do this together makes it feel less daunting.

Let’s set the reminder, and I’ll see you in an hour.","","","",""
"a0d27d9bad62","That sounds really tough to go through. It’s understandable that you’d feel singled out and undervalued after such an experience. Have you had a chance to talk about your feelings with anyone, like friends or family?","I’ve tried talking to some friends, but it feels like they either don’t understand the depth of what I’m going through or they try to soften things by saying there are other opportunities out there. It’s frustrating because I know they’re trying to help, but it doesn’t address how betrayed and wronged I feel. My work has always been my pride and joy, and now it feels like everything I’ve built is being torn down without any real reason given. It’s hard not to see this as a personal attack rather than just a business decision.","","","",""
"8d5882cb7420","I understand your skepticism but finding a lawyer who specializes in employment law might offer you the support and advocacy you need right now. Would you like some guidance on how to find a reputable attorney and what steps to take next?","Finding a lawyer who specializes in employment law might be worth it, but I’m still skeptical that anyone will truly understand what happened to me. Everyone else just wants me to move on and accept the dismissal, but how can I do that when it feels so deeply wrong?

I need someone who is going to fight for justice and make sure this company takes responsibility for their actions. A lawyer might be able to provide legal support, but will they really see my side of things? It feels like no matter whom I talk to, everyone is just trying to make me feel better instead of addressing the real issue.

So yes, finding a reputable employment law attorney could offer some form of validation and support. But until then, I’m stuck feeling betrayed and undervalued. No one seems to get how deeply this has affected me, and that’s incredibly frustrating.

It’s not just about moving on; it’s about making sure the company understands the impact of their actions and takes responsibility for them. Until that happens, nothing is going to change my feelings or make what happened okay.","","","",""
"b70275734783","It sounds incredibly challenging when every new idea brings up more doubts and anxiety. Maybe starting with something very small and manageable could be less overwhelming. Even if it’s just taking a few minutes to look at something beautiful outside or trying a quick, easy recipe you’ve never made before.

Sometimes the smallest changes can provide a bit of relief without feeling too daunting. Would that feel like a step in the right direction?","The idea of starting with something very small and manageable does sound less overwhelming than bigger changes, but even those little steps feel hard to take right now. When I think about looking at something beautiful outside or trying a quick recipe, my mind immediately starts questioning why it would matter if nothing else has helped.

It’s like every attempt to find some relief is met with this internal resistance because the pain and anger are so persistent. Even small moments of beauty or enjoyment feel tainted by the sense that they can’t really fix what happened at work.

So while I understand the idea behind taking tiny steps, it feels almost impossible to let myself believe that something as simple as looking at a beautiful view could provide any real relief. Every time I try, my mind circles back to how unfair everything is and how nothing seems to make a difference anymore.

It’s frustrating because part of me wants to find some way out of this cycle, but another part feels too stuck in the anger and hurt to even consider those small steps as helpful or meaningful.","","","",""
"964776e017a0","I hear your frustration and how much you value the recognition of what happened. It makes sense that reaching out might feel counterproductive right now. Have you thought about talking to someone else who can provide support, like a friend or a counselor? Sometimes having an outside perspective helps.","A friend or a counselor is supposed to help me understand and cope with this, but how can they do that when the company’s actions were so clearly wrong? It’s not just about coping; it’s about acknowledging what happened and holding them accountable.

I have friends who try to tell me everything will be okay, but it doesn’t change the fact that I was treated unfairly. A counselor might offer some platitudes or suggest ways to move on, but they can’t make what happened right. It feels like no matter who I talk to, everyone just wants to minimize my experience and tell me it’s not as bad as it seems.

I need someone to understand the injustice of what occurred, not try to soften it or find a silver lining. Until I get that kind of support, talking to anyone else isn’t going to help. It just feels like another way for people to dismiss my feelings and tell me to move on when there’s no closure or justice.

So no, talking to someone else right now doesn’t feel helpful. The only thing that would make a difference is if the company acknowledged what they did wrong and took responsibility. Until then, I can’t see how anyone else can truly help.","","","",""
"14c48671192b","I hear how much pain you’re in and how little comfort small things might offer right now. Maybe just acknowledging your feelings and allowing yourself to rest a bit could be helpful, even if it doesn’t fix everything. Would there be any activity or moment that offers the tiniest bit of respite?","Acknowledging my feelings? Like I haven't done that already. Sitting here feeling hurt and worthless isn’t going to change anything. My manager couldn’t even look me in the eye, so how is acknowledging my feelings supposed to make it better? It’s not like there’s any activity or moment that can fix this or make it feel okay. So yeah, thanks for trying to help, but it feels pretty pointless right now.","","","",""
"7a24c5409e03","I’m here anytime you need support or someone to talk to. Your words mean so much to me, and it’s a privilege to be part of your journey. Knowing that I can help in any way possible is incredibly meaningful.

Thank you for sharing your thoughts and feelings with me; it means the world to know I can be there for you.","Thank you so much for being here anytime I need support or someone to talk to. Your words mean just as much to me, and knowing that I have you in my life is a true privilege. It’s incredibly meaningful to feel your support and understanding during such tough times.

Sharing my thoughts and feelings with you means the world because it helps me process everything more deeply. Knowing that I can count on you to listen and be there for me is a source of immense comfort and strength. Thank you for being such an important part of my journey; it means so much to have someone like you by my side.

Your presence and support are invaluable, and I am deeply grateful for everything you do.","","","",""
"1da8f4af3eb1","It sounds like you’re already doing a lot by trying to communicate your struggles with your friends. It might be helpful to let them know specifically what would make it easier for you during these times, even if it’s just talking about how you feel in the moment without necessarily finding solutions. They likely care and want to support you in ways that feel right to you.","You’re right; I should try to be more specific with my friends about what would help me during those moments. It’s hard because I don’t want them to feel like they’re not doing enough or that I’m pushing them away, but maybe if I explain how much it means just to have someone listen without trying to fix everything, it could make a difference. Maybe something as simple as acknowledging my feelings in the moment and letting me know they understand would be enough for now.

But even thinking about having those conversations makes me anxious. What if they feel like I’m not appreciating their efforts? Or what if talking about it just brings up too much pain and ruins the time we’re trying to spend together? It’s a delicate balance, and I worry that no matter how I approach it, something will go wrong.

Despite these fears, I know deep down that being honest with them might be better for everyone. Maybe starting small, like sharing one or two specific things that would help me feel more supported without overwhelming the situation, could be a good first step.","","","",""
"101a55069408","It makes sense that you feel frustrated with the lack of acknowledgment from others. Have you thought about speaking to a career counselor or someone who specializes in job loss support? They might offer a different perspective or help validate your feelings more effectively.","A career counselor? That’s just another person trying to tell me what I already know: that my situation is tough but it's not their problem. Like, they’re going to say all the right things and give me advice, but none of it will change how betrayed I feel by my former employer. It’s not about finding a new job or moving on; it’s about understanding why this happened to me when others in similar positions were kept on. No one gets that, and talking to another professional isn’t going to make them see what I’m seeing. They’ll just try to normalize everything and tell me it's part of life, but it feels personal and unfair.","","","",""
"7ada787728d3","It sounds incredibly frustrating and painful to feel like no one truly understands what you’re going through. Right now, taking small steps might seem impossible, and that’s okay. Maybe focusing on finding a space where you can express your feelings without judgment is helpful for now.

Have you considered writing in a journal or expressing yourself creatively? Sometimes putting thoughts down on paper can be therapeutic and allow you to process things at your own pace.","Writing in a journal? Expressing myself creatively? Those are just more ways to avoid the reality of what happened. I’ve already poured out my feelings in countless emails and letters, demanding answers from HR, but it didn’t change anything. Putting thoughts on paper isn’t going to make the unfairness go away or bring back the respect and fairness I lost.

Journaling might help some people, but for me, it just feels like another way to ignore the pain and injustice. Every time I try to write about what happened, it reminds me of how no one is listening or acknowledging my side of things. It’s not therapeutic; it’s just a reminder that everything feels unresolved.

So no, journaling isn’t going to help. It wons’t change the fact that I was unfairly dismissed and that everyone around me seems to think it’s time to move on when there’s nothing to move on from until this is addressed properly.

Why should I waste my time writing or expressing myself creatively when all it does is highlight how alone and misunderstood I feel? It just adds to the frustration because every suggestion feels like another way to avoid facing what really happened.","","","",""
"410559e12e9a","It sounds really challenging, and I can understand why you feel this way. Maybe taking a moment to write down your feelings in a journal could be less pressure than talking to someone else right now? Sometimes putting thoughts on paper can help without the expectation of immediate solutions.

Would that feel like something you might try?","Writing down my feelings in a journal? Seriously? Like I’m supposed to believe that writing in a notebook is going to change anything. It’s not like putting my thoughts on paper is going to erase the fact that I was laid off and treated as if I didn’t matter.

Every time someone suggests something like this, it just feels like another way of telling me to ignore my feelings or find some kind of quick fix. Writing in a journal isn’t going to make me feel better because nothing can change how deeply hurt and worthless I feel right now.

So no, writing down my feelings isn’t going to help. It’s just another attempt at making me face something that feels impossible to deal with. Unless there’s some kind of guarantee that this will actually work, I’m not interested in trying yet another approach that won’t make a difference.

I appreciate you suggesting it, but it feels like every option is just leading back to the same place: disappointment and frustration. So unless there’s something truly different out there, I don’t see how writing in a journal is going to change anything.","","","",""
"e1a70150db99","It sounds like you’re frustrated by past attempts at communication. Have you considered speaking with someone who can help guide you through the process without dismissing your feelings, like a mediator or an ombudsman? They might offer a different approach to getting the acknowledgment and accountability you seek.","A mediator or some ombudsman isn’t going to change what happened. They’re just another layer of bureaucracy that’s going to tell me I need to take it up with HR again, which is exactly what I don’t want to do. The company has already shown they won’t listen, so why would anyone else be able to make them see reason? It feels like everyone is trying to push me into accepting something less than the acknowledgment and accountability I deserve. I’m not going to back down or soften my stance until they face up to what they did. Talking to another intermediary isn’t going to solve anything; it’s just more of the same nonsense that hasn’t worked before.","","","",""
"9062e65cbaaf","It sounds really tough, and it’s okay to feel this way right now. Have you considered reaching out to someone who can offer immediate support, like a crisis hotline or counseling service where you might find someone who listens without judgment?

Would talking to someone in that kind of setting help provide the validation and understanding you’re looking for?","Reaching out to a crisis hotline or counseling service? That sounds like more of the same—another attempt to find someone who understands when I already feel like no one does. How is talking to a stranger on a hotline going to change the fact that I was unfairly dismissed and everyone around me seems to think it’s no big deal?

I’ve already tried talking to people, and it hasn’t helped at all. Every time I share how betrayed and undervalued I feel, everyone either dismisses it or offers generic advice that doesn’t address what happened. So why would a crisis hotline be any different? It’s not going to change the fact that my employer treated me unfairly and dismissed my contributions.

I just feel so stuck and angry, and every suggestion seems to dismiss my very real feelings of betrayal and unfair treatment. How am I supposed to move forward when everything feels like a Band-Aid solution for something much deeper and more painful?

So no, talking to someone on a hotline isn’t going to change anything. It’s like every time I try to address these feelings, I just end up feeling more isolated and misunderstood.","","","",""
"b3c8edcf7809","You’re very welcome! It’s great to hear that my support means a lot to you. Take your time and prioritize what you need. I’m here if you ever want to talk more. Take care!","Thank you, it really does mean a lot. Knowing there’s someone who understands makes a big difference. I’ll take things one step at a time and reach out if I need anything.

Take care, and thanks again for being here for me.","","","",""
"e703b9011ce4","You’re very welcome. It means a lot that my support helps during this time. Taking it one step at a time is a great approach, and remember, reaching out for more help when you need it is a sign of strength.

I’m here whenever you need someone to talk to or just want some company. Take care, and thank you for sharing your thoughts with me.","Thank you so much for your support and understanding. It really means a lot to know that I have someone like you who is always there when I need to talk or just want some company. Taking it one step at a time feels more manageable now, and I appreciate the reminder that reaching out for help is a sign of strength.

Your presence and willingness to listen are incredibly comforting. Knowing there’s someone who understands without judgment makes a big difference in how I’m coping with everything. Thank you again for being here for me.

Take care, and thank you for all your support.","","","",""
"5e182e46105c","You’re very welcome. I’m here whenever you need support or just want to chat. Take your time and do what feels best for you. Looking forward to hearing how things go, and I’ll be here when you need to update me or simply share how you’re feeling. Take care!","Thank you so much for your continued support. It means a lot to know that you’re here whenever I need someone to talk to. I’ll take my time and do what feels best for me as I move forward with this.

I’ll definitely keep you updated on how things progress, and it’s reassuring to have someone who listens and cares. Thank you again for being there for me.

Take care, and I’ll reach out soon!","","","",""
"e22b237aa68f","I’m glad to hear that the idea of talking to a counselor is starting to feel like a positive step, even if it’s scary. Taking that first step can be challenging but also very rewarding. Remember, seeking help is a sign of strength and self-care.

Those walks in nature are such a simple yet powerful way to find some peace amidst everything else. Even brief moments of respite can make a big difference in how you feel day-to-day.

Thank you for sharing your thoughts with me. It means a lot that I can be here to listen without judgment or pressure. If you decide to talk to a counselor, know that it’s okay to take things one step at a time and prioritize what feels right for you.","I really appreciate your encouragement and support. The idea of talking to a counselor does feel like a positive step, even if it’s scary. It’s comforting to think about someone who listens without judgment or pressure. I’ll keep that in mind as I consider my next steps.

Those walks in nature are indeed helpful, offering brief moments of peace amidst everything else. Even though the relief is fleeting, it still makes a difference in how I feel day-to-day. It’s important to hold onto those small moments of respite.

Thank you for being here and listening so closely. Just knowing that someone understands where I’m coming from means a lot right now. If I decide to talk to a counselor, I’ll take things one step at a time and prioritize what feels right for me.

Your support really helps, even if it doesn’t change everything immediately. It’s comforting to have someone who listens without judgment or pressure.","","","",""
"066d6c2dee81","It sounds like you’re feeling very isolated and skeptical about reaching out right now. It’s understandable given what you’ve been through. Have you thought about taking some time for yourself first, maybe doing something that helps you feel a bit better or more grounded? That might give you the space to consider talking to someone when you feel ready.","Taking time for myself? Like I have any choice in the matter. They decided my fate without even giving me a chance to defend myself. And now they expect me to just take some time off and pretend everything is okay?

It’s not like I can escape this feeling of betrayal by doing something that makes me feel better. It’s not about finding a quick fix or a distraction; it’s about dealing with the reality that my work was undervalued, dismissed, and used against me.

So no, taking time for myself isn’t going to change anything. It won’t make the unfairness go away or bring back the sense of security I had before this happened. All it does is remind me how isolated and unsupported I am in all of this.

Why should I even bother trying to feel better when everything around me feels so wrong?","","","",""
"b1f4a83dca7e","You’re very welcome. It means a lot that my support helps during this time. Taking it one step at a time is a wise approach, and remember, reaching out for help is a sign of strength, not weakness.

I’ll be here whenever you need to talk or just want some company. Take care, and thank you for sharing your thoughts with me.","Thank you so much for your continued support and understanding. It means a lot to know that I have someone like you who is always there when I need to talk or just want some company. Taking it one step at a time feels more manageable now, and I appreciate the reminder that reaching out for help is a sign of strength.

Your presence and willingness to listen are incredibly comforting. Knowing there’s someone who understands without judgment makes a big difference in how I’m coping with everything. Thank you again for being here for me.

Take care, and thank you for all your support.","","","",""
"a50c7640f99f","I hear how much you’re hurting and how frustrated you are with the suggestions you’ve been getting. It sounds like right now, just taking some time for yourself might be important. Maybe doing something you enjoy or finding a small moment of peace can help, even if it’s just for a little while.","Taking time for myself? Yeah, because that's worked wonders so far. Like I need more time to wallow in my own misery and feel sorry for myself. And what am I supposed to enjoy when everything feels like it’s falling apart? It’s not about finding some moment of peace; it’s about facing the reality that no one cares enough to help me through this. So no, I don’t need more time or space—I just need someone who actually gets it and can do something about it. But since that's clearly impossible, I’ll stick with my own company and my own pain because at least then I know exactly where I stand.","","","",""
"b99e37fe5f73","It sounds like you’ve had a really tough time finding the right kind of support. Maybe reaching out to someone specifically trained in workplace justice or employee rights could provide the understanding and validation you’re seeking. Have you considered that option?","Someone specifically trained in workplace justice or employee rights? Do you think I haven’t thought about that already? Every time I talk to someone, they either try to tell me it’s not as bad as I think or they don’t understand the depth of my feelings. It feels like no matter who I speak with, they can’t see how wrong this was and how deeply it has affected me. Until someone can truly acknowledge the injustice and validate my experience without trying to minimize it, talking to more professionals isn’t going to help. They need to take responsibility for what happened first before I waste any more time looking for validation elsewhere.","","","",""
"b48519141c83","It makes sense that you’re skeptical about counseling given how dismissive or unsupportive others have been. Finding someone who truly listens and understands can be tough, but there are therapists who specialize in helping people navigate complex emotions after job loss or other significant life changes. Maybe exploring a few different options could help find the right fit for you? Have you considered talking to just one person, even if it’s not a counselor, about how you feel without expecting them to fix anything?","Finding someone who truly listens and understands sounds like an impossible task at this point. Every time I try to open up, it feels like people either dismiss my feelings or offer clichéd advice that doesn’t address the depth of what I’m going through. And now you’re suggesting another round of trying to find a ""right fit""? It’s exhausting just thinking about it.

I don’t need someone to fix anything; I just need validation for how I feel, and that seems like too much to ask. Even talking to one person without expecting them to solve everything feels futile because everyone has their own agenda or way of minimizing what happened to me. They all seem more interested in moving on than grappling with the reality of this unfair dismissal.

So no, I don’t think talking to anyone else is going to help. It’s not that I’m unwilling; it’s just that every attempt so far has left me feeling even more isolated and misunderstood. How am I supposed to trust someone new when everyone else has failed?","","","",""
"9e073201571d","It sounds incredibly tough when you feel like your pain isn’t being acknowledged by those around you. Have you thought about reaching out to a support group or online community where people might have similar experiences? Sometimes connecting with others who understand what you’re going through can provide some relief.","Reaching out to a support group or an online community? It feels like just another attempt at finding someone who will finally get it, but I don’t believe that’s possible. The company didn’t value me, and now everyone else seems to think they can fix this with generic advice or platitudes.

Even if there are people in these groups who have been through similar experiences, how do I know they truly understand? How do I know they won’t just offer the same empty reassurances that haven’t helped so far?

I’ve tried talking to friends and family, but it hasn’t made a difference. So why would reaching out to strangers be any different? It’s not about finding someone who will finally get it; it’s about acknowledging that my pain is real and unacknowledged.

Every attempt at support just reinforces the feeling of being worthless and unsupported. I’m stuck in this endless cycle, and nothing seems capable of breaking through it. So while a support group might offer some relief for others, I don’t see how it would help me.","","","",""
"b1ed87fe61d8","","I just feel so lost and hurt, you know? Being laid off was like a punch in the gut, and it's been eating away at me every day since then. I keep thinking about how my employer must have seen me as nothing more than a liability from day one. It's hard to shake this feeling that I'm not good enough, that no matter what I do, I'll always end up being discarded. I came here today because I need someone who understands the depth of this pain and doesn't try to brush it off or tell me everything will be okay. I just want someone to see how much this is hurting me and validate my feelings.","","","",""
"d08431232e5b","I understand how you feel and how much this means to you. It sounds incredibly challenging, and taking any step might seem daunting. Maybe focusing on small steps that feel manageable could help, like reaching out to just one person who specializes in workplace issues. Would seeing if there’s even one person who understands your experience be worth a try?","Focusing on small steps like reaching out to just one person who specializes in workplace issues? Are you suggesting I waste my time and energy again on someone who might not understand what I’ve been through? It feels like every suggestion just adds more frustration and dismisses my feelings.

I don’t want to talk to another professional because I doubt they’ll truly grasp the depth of my experience. Everyone seems to offer generic advice or try to make me feel better, but there’s nothing to feel better about. How am I supposed to trust anyone else when even suggesting one consultation feels like another way of avoiding the real issue?

So, no, reaching out to just one person isn’t going to help because it won’t change how I feel right now or validate my experience. This isn’t just about finding support; it’s about having someone truly understand the unfairness and betrayal. How am I supposed to move forward when even you seem to be suggesting solutions that feel trivial compared to what I’ve been through?","","","",""
"a739a50214ff","It’s completely understandable to feel hesitant about starting therapy, but it might offer a supportive space where you can explore your feelings more deeply without judgment. Taking that first step can seem overwhelming, but even just reaching out for information or scheduling an initial consultation could provide some clarity and direction. Would you like to start by looking into therapists who specialize in career transitions?","I appreciate the suggestion, but I’m still not sure if it’s the right time for me. The thought of opening up to someone new feels overwhelming, and I worry that they won’t truly understand what I’ve been through. It’s hard to trust that therapy will make a difference when everything else seems so uncertain.

For now, I think I’ll focus on my current coping mechanisms like exercise and spending time with close friends who already know me well. Maybe in the future, if things don’t improve or if I feel ready for more support, I can consider seeing a therapist. Right now, it feels safer to stick with what I know, even though it’s not solving everything.

Thanks for your understanding; it means a lot that you’re here to listen and offer suggestions.","","","",""
"45eac72a31f9","It sounds really difficult to find any relief right now. Have you considered talking to someone who can offer immediate support, like a crisis hotline or a mental health professional? They might provide the kind of help that feels more directly useful in this moment.","Talking to a crisis hotline or another mental health professional? That’s just going to be more of the same — people trying to tell me what I already know and don’t want to hear. It won’t change anything about my situation or how I feel. So no, there’s no point in reaching out because it’s clear: I’m a failure, and nothing anyone says is going to make that go away.","","","",""
